phone_id,number,owner_person_id,carrier
PH-0248,4244626325,P-0491,Airtel
PH-0249,+914488112103,P-0619,Airtel
PH-0250,+914217518878,P-0407,Airtel
PH-0251,+917941515263,P-0566,Vi
PH-0252,4091122528,P-0290,BSNL
PH-0253,8375056618,P-0478,Vi
PH-0254,03239791378,P-0316,Vi
PH-0255,06553007309,P-0369,BSNL
PH-0256,00556057121,P-0478,Jio
PH-0257,8819277885,P-0481,Vi
PH-0258,+919053486401,P-0209,Vi
PH-0259,+914246245618,P-0321,BSNL
PH-0260,01744600452,P-0047,Airtel
PH-0261,1289915114,P-0150,Jio
PH-0262,05129391304,P-0268,BSNL
PH-0263,08818984841,P-0303,Airtel
PH-0264,00461540211,P-0201,Vi
PH-0265,0170756814,P-0236,BSNL
PH-0266,+919831522910,P-0584,Airtel
PH-0267,03228360849,P-0512,Vi
PH-0268,3783063963,P-0264,BSNL
PH-0269,4526969443,P-0503,BSNL
PH-0270,1649701693,P-0173,Vi
PH-0271,4292913203,P-0174,Airtel
PH-0272,+910162341903,P-0560,BSNL
PH-0273,1061537221,P-0189,Jio
PH-0274,05668473236,P-0537,Jio
PH-0275,03377460406,P-0077,Jio
PH-0276,02007843614,P-0007,BSNL
PH-0277,+914426078197,P-0141,Airtel
PH-0278,04373476427,P-0070,Airtel
PH-0279,+917203763882,P-0582,Airtel
PH-0280,+914584148460,P-0518,BSNL
PH-0281,+919134438998,P-0045,Jio
PH-0282,+917802058695,P-0633,BSNL
PH-0283,+917321464493,P-0500,Jio
PH-0284,6999516793,P-0007,BSNL
PH-0285,+915055738573,P-0013,Jio
PH-0286,08011923603,P-0543,Vi
PH-0287,06811872333,P-0549,Vi
PH-0288,01040961497,P-0018,BSNL
PH-0289,+911539114983,P-0472,Jio
PH-0290,+917482073651,P-0099,Airtel
PH-0291,+918939406557,P-0247,Airtel
PH-0292,2019043223,P-0635,Vi
PH-0293,0233324707,P-0363,Vi
PH-0294,+919201354621,P-0407,Jio
PH-0295,+917602508261,P-0383,BSNL
PH-0296,+912312616324,P-0471,Airtel
PH-0297,8889957298,P-0232,Vi
PH-0298,9376297454,P-0083,Jio
PH-0299,3036468719,P-0096,BSNL
PH-0300,+912038187692,P-0389,BSNL
PH-0301,+918283230898,P-0566,BSNL
PH-0302,+913881588144,P-0058,Jio
PH-0303,08220673231,P-0176,Jio
PH-0304,2971681572,P-0512,BSNL
PH-0305,4500000015,P-0340,Jio
PH-0306,+919113717850,P-0541,Jio
PH-0307,9025561844,P-0236,Airtel
PH-0308,02182998747,P-0581,BSNL
PH-0309,1224890567,P-0278,Jio
PH-0310,+918670090043,P-0077,Vi
PH-0311,05515848266,P-0557,Jio
PH-0312,1362483550,P-0184,Vi
PH-0313,04296080706,P-0017,Airtel
PH-0314,+913699879509,P-0602,Airtel
PH-0315,8221040164,P-0408,Jio
PH-0316,1880442877,P-0307,Airtel
PH-0317,+918363816432,P-0578,Airtel
PH-0318,1269428946,P-0581,BSNL
PH-0319,02036258631,P-0554,Vi
PH-0320,04170646255,P-0394,Airtel
PH-0321,00263558243,P-0081,Vi
PH-0322,0176464489,P-0055,Jio
PH-0323,8031538882,P-0448,Airtel
PH-0324,05279050404,P-0078,Vi
PH-0325,+913335384951,P-0620,BSNL
PH-0326,03211197871,P-0335,Jio
PH-0327,0933913732,P-0650,Vi
PH-0328,05306011987,P-0462,BSNL
PH-0329,06178688002,P-0234,Vi
PH-0330,+910091561829,P-0567,BSNL
PH-0331,0365774491,P-0443,Airtel
PH-0332,6093659520,P-0600,BSNL
PH-0333,+914911894184,P-0088,Vi
PH-0334,+913687509263,P-0253,Jio
PH-0335,+912399821374,P-0085,Vi
PH-0336,05611404288,P-0158,BSNL
PH-0337,00505376660,P-0650,Airtel
PH-0338,1126003083,P-0399,Vi
PH-0339,06691062715,P-0370,Jio
PH-0340,3123455068,P-0094,Jio
PH-0341,2691776829,P-0316,BSNL
PH-0342,+918440134808,P-0369,Vi
PH-0343,03543788260,P-0105,Airtel
PH-0344,+913591015709,P-0090,Airtel
PH-0345,+918599144920,P-0442,BSNL
PH-0346,7492699969,P-0571,BSNL
PH-0347,6489971842,P-0106,Jio
PH-0348,5969325914,P-0092,Vi
PH-0349,+918499323123,P-0568,Jio
PH-0350,02669806908,P-0612,Vi
PH-0351,02617607234,P-0583,Jio
PH-0352,3893595382,P-0299,BSNL
PH-0353,8040561299,P-0398,Jio
PH-0354,05082695826,P-0573,Airtel
PH-0355,4186965613,P-0586,Airtel
PH-0356,+918761238595,P-0094,Airtel
PH-0357,+914346823948,P-0143,Vi
PH-0358,00027300869,P-0309,Vi
PH-0359,06101683113,P-0505,Airtel
PH-0360,5001680941,P-0065,Airtel
PH-0361,09150762839,P-0446,Vi
PH-0362,06205344077,P-0432,Vi
PH-0363,09462072662,P-0496,Jio
PH-0364,2508177602,P-0370,Vi
PH-0365,9140688413,P-0253,BSNL
PH-0366,+913731255235,P-0609,Airtel
PH-0367,01781703211,P-0469,Jio
PH-0368,2061363852,P-0139,Vi
PH-0369,07895613371,P-0007,BSNL
PH-0370,8444902950,P-0341,BSNL
PH-0371,+916480164403,P-0338,BSNL
PH-0372,03416781277,P-0343,BSNL
PH-0373,8221021798,P-0609,Airtel
PH-0374,+911348629857,P-0308,Vi
PH-0375,9736383182,P-0618,Airtel
PH-0376,5605397079,P-0491,Vi
PH-0377,6617706736,P-0182,BSNL
PH-0378,2050682122,P-0327,Vi
PH-0379,+915521650587,P-0649,BSNL
PH-0380,+914692182192,P-0590,Airtel
PH-0381,09679089843,P-0334,BSNL
PH-0382,09984802205,P-0288,BSNL
PH-0383,+919386948424,P-0374,Jio
PH-0384,5988114578,P-0578,Airtel
PH-0385,7071523867,P-0607,Airtel
PH-0386,07382097461,P-0564,Jio
PH-0387,1779876829,P-0473,Airtel
PH-0388,6872258937,P-0449,Vi
PH-0389,0858062350,P-0071,BSNL
PH-0390,4056695790,P-0512,Airtel
PH-0391,+911248255442,P-0649,Vi
PH-0392,6796325942,P-0248,Vi
PH-0393,3289463389,P-0158,BSNL
PH-0394,+915624152857,P-0633,Jio
PH-0395,+915629269335,P-0460,BSNL
PH-0396,9513818655,P-0597,BSNL
PH-0397,+917846850957,P-0548,BSNL
PH-0398,4430349189,P-0557,Jio
PH-0399,+911797203859,P-0369,Jio
PH-0400,+914015364154,P-0112,Airtel
PH-0401,01553132593,P-0364,Airtel
PH-0402,07813675009,P-0628,Jio
PH-0403,02141052769,P-0188,BSNL
PH-0404,1987809270,P-0340,BSNL
PH-0405,05238885622,P-0109,Jio
PH-0406,08660598678,P-0101,Vi
PH-0407,04422758548,P-0228,Airtel
PH-0408,5965594282,P-0457,Vi
PH-0409,09116502000,P-0401,BSNL
PH-0410,+914539313215,P-0603,Airtel
PH-0411,01305570836,P-0354,Jio
PH-0412,2144488966,P-0495,Jio
PH-0413,9727367746,P-0303,BSNL
PH-0414,+910258254318,P-0088,Jio
PH-0415,+912812312392,P-0146,Vi
PH-0416,0491060183,P-0211,Vi
PH-0417,04723875082,P-0467,Airtel
PH-0418,06817225775,P-0534,BSNL
PH-0419,05847262905,P-0357,BSNL
PH-0420,+919187683160,P-0108,BSNL
PH-0421,2717217337,P-0464,Vi
PH-0422,3992052229,P-0069,Vi
PH-0423,9362165914,P-0046,Jio
PH-0424,+918823255398,P-0024,Vi
PH-0425,+915844617773,P-0112,Airtel
PH-0426,+916430954497,P-0250,Airtel
PH-0427,1279970292,P-0566,Airtel
PH-0428,01205397871,P-0339,BSNL
PH-0429,+917529883220,P-0474,Airtel
PH-0430,1256083200,P-0443,Airtel
PH-0431,08797888975,P-0191,BSNL
PH-0432,3585238600,P-0406,Jio
PH-0433,+910443619951,P-0629,Airtel
PH-0434,01523910292,P-0461,BSNL
PH-0435,9501437483,P-0399,Jio
PH-0436,+919309671397,P-0220,Airtel
PH-0437,+919126022132,P-0286,Jio
PH-0438,+917672019111,P-0592,Jio
PH-0439,06122019072,P-0550,Airtel
PH-0440,5873393049,P-0375,Vi
PH-0441,+916653802748,P-0202,BSNL
PH-0442,+912421140868,P-0117,Vi
PH-0443,+915095229462,P-0502,Vi
PH-0444,+919355610399,P-0612,BSNL
PH-0445,02970137124,P-0626,BSNL
PH-0446,+916585856423,P-0602,Jio
PH-0447,+914120270615,P-0357,Vi
PH-0448,2738740299,P-0469,Airtel
PH-0449,+917166906322,P-0305,Jio
PH-0450,08155420340,P-0138,Vi
PH-0451,+910109567975,P-0121,Airtel
PH-0452,04915795546,P-0313,Jio
PH-0453,+913471247601,P-0188,Vi
PH-0454,+918018103068,P-0145,BSNL
PH-0455,+911764172680,P-0429,Airtel
PH-0456,0815712901,P-0589,BSNL
PH-0457,00713806713,P-0125,Airtel
PH-0458,+917351045847,P-0499,Airtel
PH-0459,03621300962,P-0569,Airtel
PH-0460,08857669470,P-0502,Vi
PH-0461,+911805339627,P-0144,Airtel
PH-0462,06662159183,P-0323,BSNL
PH-0463,+917000466614,P-0487,Jio
PH-0464,09011079771,P-0368,Jio
PH-0465,00049388194,P-0497,Airtel
PH-0466,0531520499,P-0200,BSNL
PH-0467,0949769873,P-0576,BSNL
PH-0468,1379716698,P-0419,BSNL
PH-0469,4166123740,P-0426,BSNL
PH-0470,07943325623,P-0501,Airtel
PH-0471,8994991970,P-0085,Jio
PH-0472,+914262037087,P-0226,Vi
PH-0473,2116020418,P-0034,Vi
PH-0474,+913599898972,P-0231,Vi
PH-0475,+911708894801,P-0173,BSNL
PH-0476,6448221758,P-0580,BSNL
PH-0477,3978570820,P-0563,Jio
PH-0478,+914806757123,P-0587,Jio
PH-0479,09149611287,P-0275,Vi
PH-0480,9429688276,P-0556,Jio
PH-0481,7040953141,P-0452,Airtel
PH-0482,6156078327,P-0436,Jio
PH-0483,08835651796,P-0254,Vi
PH-0484,+914096496683,P-0034,BSNL
PH-0485,4960478421,P-0270,Vi
PH-0486,00285162259,P-0090,BSNL
PH-0487,+916488208934,P-0121,Airtel
PH-0488,6883906246,P-0215,Vi
PH-0489,02879916091,P-0625,BSNL
PH-0490,+914131935923,P-0170,Airtel
PH-0491,6133760523,P-0212,Airtel
PH-0492,+914588165025,P-0061,Vi
PH-0493,04724191650,P-0546,Vi
PH-0494,+914409661771,P-0612,Airtel
PH-0495,2498980880,P-0332,Vi
PH-0496,07821417468,P-0297,Vi
PH-0497,+913592664869,P-0527,Jio
PH-0498,8939698748,P-0139,BSNL
PH-0499,09415594501,P-0401,Vi
PH-0500,+919292075360,P-0130,Airtel
PH-0501,01171603988,P-0256,Airtel
PH-0502,03653621894,P-0330,Airtel
PH-0503,05906700099,P-0403,BSNL
PH-0504,02489420466,P-0146,Vi
PH-0505,4896676056,P-0643,BSNL
PH-0506,02045657758,P-0385,BSNL
PH-0507,+919745338906,P-0078,Jio
PH-0508,+913546622654,P-0413,Vi
PH-0509,+911659953006,P-0378,BSNL
PH-0510,+912122427677,P-0500,Vi
PH-0511,06259160112,P-0596,Jio
PH-0512,01158488600,P-0096,BSNL
PH-0513,0179867782,P-0367,Jio
PH-0514,+911299570472,P-0548,BSNL
PH-0515,6426121203,P-0224,BSNL
PH-0516,4375365968,P-0217,BSNL
PH-0517,+917852548242,P-0275,Vi
PH-0518,+918385454006,P-0291,Vi
PH-0519,04547523112,P-0561,Airtel
PH-0520,+912748979177,P-0580,BSNL
PH-0521,03342720388,P-0352,Jio
PH-0522,02175080196,P-0048,Jio
PH-0523,+910453069358,P-0642,BSNL
PH-0524,2493534001,P-0017,Jio
PH-0525,1677848165,P-0162,BSNL
PH-0526,+914445446083,P-0468,Jio
PH-0527,5179937810,P-0439,Airtel
PH-0528,5391287884,P-0136,Vi
PH-0529,6999698829,P-0163,Vi
PH-0530,+914579271472,P-0096,Vi
PH-0531,06301986424,P-0257,Jio
PH-0532,+913839728339,P-0381,Airtel
PH-0533,+912187062932,P-0054,BSNL
PH-0534,8098322101,P-0641,Vi
PH-0535,+912320018676,P-0240,BSNL
PH-0536,01008987610,P-0094,Jio
PH-0537,1435614038,P-0002,Airtel
PH-0538,05319807468,P-0489,Jio
PH-0539,2354695100,P-0136,Airtel
PH-0540,+910762054596,P-0532,BSNL
PH-0541,01500666641,P-0010,Jio
PH-0542,+910654113407,P-0352,Jio
PH-0543,5169949708,P-0433,Airtel
PH-0544,0583668348,P-0490,Jio
PH-0545,+916899962697,P-0235,BSNL
PH-0546,+918386888917,P-0092,Jio
PH-0547,7915059625,P-0106,Vi
PH-0548,01976093201,P-0401,Vi
PH-0549,+916578982604,P-0141,BSNL
PH-0550,+918095217558,P-0137,Airtel
PH-0551,01777412746,P-0071,Jio
PH-0552,2118824199,P-0625,Airtel
PH-0553,02642229758,P-0451,Vi
PH-0554,1704542185,P-0219,Airtel
PH-0555,4570568209,P-0422,BSNL
PH-0556,+912570900163,P-0223,Jio
PH-0557,5640723247,P-0103,Airtel
PH-0558,+918289540017,P-0127,BSNL
PH-0559,8224731261,P-0360,BSNL
PH-0560,08507105801,P-0323,Airtel
PH-0561,+919509271152,P-0254,Vi
PH-0562,01053709230,P-0087,Airtel
PH-0563,+917169500741,P-0567,Vi
PH-0564,9485432987,P-0028,Vi
PH-0565,09893652944,P-0211,Airtel
PH-0566,01619827348,P-0402,Vi
PH-0567,+913104502589,P-0056,Airtel
PH-0568,03217435748,P-0507,BSNL
PH-0569,+915268064860,P-0116,Airtel
PH-0570,6739834488,P-0512,Jio
PH-0571,+918425364628,P-0541,Jio
PH-0572,+915507740657,P-0370,Vi
PH-0573,5515623920,P-0136,BSNL
PH-0574,0855107409,P-0583,BSNL
PH-0575,+913111786190,P-0375,Airtel
PH-0576,+915476022069,P-0483,Jio
PH-0577,03541201227,P-0018,Jio
PH-0578,09500260151,P-0015,Vi
PH-0579,03259479507,P-0221,Jio
PH-0580,00717327980,P-0062,BSNL
PH-0581,09503100649,P-0519,Vi
PH-0582,+914039104520,P-0644,BSNL
PH-0583,+916089411849,P-0434,BSNL
PH-0584,+913599285535,P-0085,Airtel
PH-0585,9520561006,P-0285,Jio
PH-0586,09900696801,P-0318,Jio
PH-0587,6774037842,P-0524,Airtel
PH-0588,3394495300,P-0160,Vi
PH-0589,07762550325,P-0401,Jio
PH-0590,+911736542624,P-0503,BSNL
PH-0591,+917842902923,P-0245,Jio
PH-0592,+914511009060,P-0251,Jio
PH-0593,03088684302,P-0445,Jio
PH-0594,+911667329045,P-0465,Jio
PH-0595,05988759212,P-0317,Airtel
PH-0596,9642603362,P-0123,Jio
PH-0597,+912755821477,P-0141,Jio
PH-0598,+919207115238,P-0168,BSNL
PH-0599,+912362192158,P-0356,Vi
PH-0600,+918970591611,P-0171,Vi
PH-0601,6385588195,P-0130,Vi
PH-0602,7721688005,P-0121,Jio
PH-0603,+917893186928,P-0344,BSNL
PH-0604,7284540182,P-0279,Jio
PH-0605,+917200283948,P-0270,Jio
PH-0606,+913220414474,P-0509,BSNL
PH-0607,3281165993,P-0524,Vi
PH-0608,0202030423,P-0057,BSNL
PH-0609,+912775213530,P-0581,Airtel
PH-0610,+918165064630,P-0377,Airtel
PH-0611,0593777569,P-0262,Jio
PH-0612,+919832102916,P-0588,Jio
PH-0613,1746902983,P-0234,Jio
PH-0614,+910438419662,P-0046,Jio
PH-0615,+919131670805,P-0251,Jio
PH-0616,08566706362,P-0484,Vi
PH-0617,+919865504944,P-0393,Airtel
PH-0618,00766349339,P-0184,Jio
PH-0619,05049627322,P-0318,BSNL
PH-0620,02611424362,P-0457,Vi
PH-0621,5854218808,P-0255,BSNL
PH-0622,7991962341,P-0328,Vi
PH-0623,9964338532,P-0080,Vi
PH-0624,4725058333,P-0123,Jio
PH-0625,03031158760,P-0184,Airtel
PH-0626,04576947576,P-0529,Jio
PH-0627,4535365974,P-0411,Jio
PH-0628,06986163421,P-0477,Vi
PH-0629,+915450809594,P-0319,Vi
PH-0630,1526925596,P-0246,BSNL
PH-0631,04721307423,P-0009,Vi
PH-0632,09142614048,P-0206,Vi
PH-0633,3326145430,P-0578,Vi
PH-0634,09637310081,P-0638,Airtel
PH-0635,08522115871,P-0476,Vi
PH-0636,4523542687,P-0606,BSNL
PH-0637,04701732086,P-0201,Airtel
PH-0638,02377729665,P-0155,Jio
PH-0639,03370140052,P-0420,Jio
PH-0640,08105580002,P-0239,Vi
PH-0641,02214257316,P-0010,Vi
PH-0642,+919439136817,P-0002,BSNL
PH-0643,+910313695528,P-0315,Jio
PH-0644,02092973525,P-0211,Airtel
PH-0645,5332227393,P-0430,BSNL
PH-0646,9920457353,P-0062,Airtel
PH-0647,+913661850761,P-0287,Jio
PH-0648,+918708269718,P-0045,Airtel
PH-0649,+913601071261,P-0533,BSNL
PH-0650,08388217648,P-0382,BSNL
PH-0651,06735742233,P-0087,Jio
PH-0652,2228019442,P-0518,Airtel
PH-0653,08922256062,P-0404,Jio
PH-0654,5350637311,P-0607,Jio
PH-0655,0467413075,P-0446,Airtel
PH-0656,+918418520136,P-0243,Vi
PH-0657,+916084639756,P-0551,Vi
PH-0658,+915470554912,P-0403,Vi
PH-0659,1516411955,P-0326,BSNL
PH-0660,04091969395,P-0279,Airtel
PH-0661,08752070204,P-0077,Airtel
PH-0662,+916201971212,P-0140,Jio
PH-0663,01393696789,P-0160,Jio
PH-0664,7609873126,P-0169,BSNL
PH-0665,07319227607,P-0478,Vi
PH-0666,09889786533,P-0417,Jio
PH-0667,9431916543,P-0208,Vi
PH-0668,+918952312021,P-0213,BSNL
